item_id,mase,smape,mse,mae
austria,1.610221273582372,0.005771630116148262,0.008742015730482914,0.07304115295410156
uk,1.9548163476863074,0.007347405003496626,4.776668408759122e-05,0.005785586436589559
belgium,2.01503557426458,0.00723269914084024,0.12102717273082816,0.2679576873779297
taiwan,5.877981929122292,0.009815074064105728,0.11152099462742626,0.3118436813354492
germany,1.580188499253475,0.005663836027959807,0.0001735410219941021,0.010188798109690348
italy,1.997418290386555,0.007170902875988707,288.99666582395633,12.749198404947917
switzerland,2.916266143430325,0.014280309603055851,0.00019306847075929075,0.01273496150970459
sweden,4.870886085589714,0.020024738335062024,0.05489000641388581,0.20978021621704102
france,1.753993401959495,0.006291835147807593,0.002498754566340722,0.03792527516682943
finland,2.1184157495093823,0.007607355393104496,0.002999380645034459,0.04152038892110189
japan,3.832489462436891,0.011988534657888855,4.119283351209015,1.7966644287109375
norway,4.002396375153278,0.016026053772122913,0.036154824242930775,0.1705638567606608
canada,1.9854843826237085,0.007094062636826845,0.00013249056882311077,0.009569168090820312
australia,2.292035923582234,0.010453082001493608,0.00034262885847008797,0.01588699420293172
denmark,1.638478954573934,0.0058598992286165285,0.002864225502806524,0.04019624392191569
south_korea,3.0771110608199725,0.011059707351170742,279.654581938684,14.754292805989584
spain,1.8650606522614568,0.00668881858682879,1.6821488736818233,1.022955322265625
average,2.6698988297785866,0.009433879055442213,33.81142746221147,1.8547120572305194
